Bald,Black_Hair,Blond_Hair,Brown_Hair,Gray_Hair,Straight_Hair,Wavy_Hair,Smiling,Bangs,Heavy_Makeup,Wearing_Earrings,Wearing_Lipstick,Attractive,Young
000707.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
000708.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,1
000709.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,1
000711.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1
000715.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
000716.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
000717.jpg,0,1,0,0,0,1,0,0,0,0,0,1,1,1
000718.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
000719.jpg,0,0,1,0,1,0,0,1,1,0,1,0,0,0
000721.jpg,0,0,1,0,0,0,0,1,1,1,0,1,1,0
000722.jpg,0,0,0,0,0,1,0,1,0,1,0,1,1,0
000725.jpg,0,0,0,0,0,0,1,1,0,1,0,1,0,1
000726.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1
000727.jpg,0,1,0,0,0,0,1,1,0,0,0,1,1,1
000734.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
000736.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
000737.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
000738.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
000740.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
000741.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
000742.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,1
000743.jpg,0,1,0,0,0,1,0,1,0,1,0,1,0,1
000746.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,1
000748.jpg,0,0,0,1,0,0,1,0,1,1,1,1,1,1
000749.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,1
000750.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1
000751.jpg,0,0,1,0,0,1,0,0,0,0,0,1,1,0
000752.jpg,0,0,0,0,0,0,0,1,0,0,0,1,0,1
000754.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,1
000758.jpg,0,1,0,0,0,1,0,0,0,1,0,1,1,1
000759.jpg,0,0,1,0,0,1,1,1,0,1,0,1,1,1
000760.jpg,0,0,0,1,0,0,0,0,1,0,0,0,1,1
000761.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
000762.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,0
000763.jpg,0,1,0,0,0,0,1,1,0,1,1,1,1,1
000764.jpg,0,1,0,0,0,1,0,1,0,0,0,1,1,1
000765.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,1
000766.jpg,0,1,0,0,0,1,0,0,1,1,1,1,1,1
000767.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
000769.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
000770.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1
000772.jpg,0,0,0,0,0,0,0,0,1,1,0,1,1,1
000774.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
000776.jpg,0,0,0,0,0,1,0,1,0,0,1,1,0,1
000777.jpg,0,1,0,0,0,0,1,0,1,0,0,0,1,1
000781.jpg,0,0,0,0,0,0,1,0,0,1,1,1,1,1
000782.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
000783.jpg,0,0,0,0,0,0,1,0,0,1,1,1,1,1
000785.jpg,0,1,0,0,0,0,0,1,0,0,1,1,0,0
000786.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
000787.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,0
000792.jpg,0,0,0,1,0,1,0,0,0,1,1,1,0,1
000793.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
000794.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,1
000795.jpg,0,0,0,0,0,0,0,1,1,1,0,1,1,1
000796.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,0
000799.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
000800.jpg,0,0,1,0,0,0,1,1,0,1,1,1,0,0
000802.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,1
000804.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
000805.jpg,0,0,0,0,0,1,0,0,0,0,0,1,1,1
000806.jpg,0,0,0,1,0,1,0,1,0,0,0,0,0,1
000807.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,1
000809.jpg,0,0,1,0,0,1,0,0,0,1,1,1,1,1
000810.jpg,0,1,0,0,0,1,0,1,0,1,0,1,1,1
000811.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
000812.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,1
000814.jpg,0,0,0,0,0,0,0,1,0,0,1,1,1,1
000817.jpg,0,0,0,0,1,0,0,1,1,0,1,1,0,0
000819.jpg,0,0,1,0,0,0,0,1,0,0,1,1,0,1
000820.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1
000821.jpg,0,0,0,0,0,0,1,0,1,1,1,1,0,1
000822.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,1
000823.jpg,0,0,0,0,0,0,0,1,0,0,1,0,1,1
000824.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
000827.jpg,0,0,0,0,0,1,0,0,0,0,1,1,0,1
000828.jpg,0,0,0,1,0,1,0,0,0,0,0,1,0,1
000831.jpg,0,1,0,0,0,0,1,1,0,1,1,1,0,0
000832.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
000834.jpg,0,0,0,1,0,0,0,1,0,1,1,1,1,1
000835.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
000837.jpg,0,0,1,0,0,0,1,1,1,1,0,1,0,1
000839.jpg,0,0,0,0,0,0,1,1,0,0,0,1,1,1
000840.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,1
000847.jpg,0,1,0,0,0,0,0,1,1,1,0,1,0,1
000849.jpg,0,0,0,0,0,0,0,1,0,1,1,1,0,1
000852.jpg,0,0,0,0,0,0,0,0,0,1,0,1,0,1
000854.jpg,0,0,0,0,0,1,0,1,0,1,0,1,1,1
000856.jpg,0,0,1,0,0,0,1,1,1,1,1,1,1,1
000857.jpg,0,0,1,0,0,0,1,1,1,1,1,1,0,0
000862.jpg,0,0,0,1,0,0,1,0,0,0,0,0,1,1
000863.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,1
000864.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
000865.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
000866.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
000867.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0
000868.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
000869.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1
000870.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
000871.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,1
000872.jpg,0,0,1,0,0,1,0,1,0,0,1,1,1,1
000874.jpg,0,0,0,1,0,1,0,1,0,0,0,1,1,1
000876.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
000877.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
000878.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,1
000880.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
000882.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
000883.jpg,0,1,0,0,0,0,1,1,1,1,0,1,1,1
000884.jpg,0,0,0,0,0,0,1,1,1,1,1,1,1,1
000887.jpg,0,0,0,0,0,0,0,1,0,0,1,0,0,0
000890.jpg,0,0,0,1,0,0,1,0,0,0,0,1,1,1
000891.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000893.jpg,0,0,0,0,0,0,1,1,1,1,0,1,1,1
000894.jpg,0,0,1,0,0,0,1,1,1,1,0,1,1,1
000895.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
000896.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
000897.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,1
000899.jpg,0,0,1,0,1,0,0,1,1,1,1,1,0,0
000900.jpg,0,0,0,0,0,1,0,1,0,1,1,1,1,1
000901.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,1
000909.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,1
000910.jpg,0,0,0,0,0,0,1,1,0,0,0,1,1,1
000912.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
000914.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1
000916.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
000917.jpg,0,0,1,0,0,1,0,0,1,1,0,1,1,1
000918.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,1
000919.jpg,0,0,0,1,0,0,0,1,0,1,0,1,1,1
000920.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
000921.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
000922.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
000924.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
000925.jpg,0,0,0,0,0,0,1,0,0,0,1,1,0,0
000927.jpg,0,1,0,0,0,0,1,1,0,1,1,1,1,1
000929.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
000932.jpg,0,0,0,1,0,0,0,0,1,1,0,1,1,1
000934.jpg,0,0,0,0,0,1,0,0,0,1,0,1,0,1
000936.jpg,0,1,0,0,0,1,0,1,1,0,0,1,1,1
000937.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,1
000939.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
000940.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
000941.jpg,0,0,1,0,0,0,0,0,1,1,1,1,1,1
000942.jpg,0,0,0,1,0,0,0,1,0,1,1,1,1,1
000943.jpg,0,0,1,0,0,0,1,1,0,1,0,1,0,1
000945.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,1
000947.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,1
000948.jpg,0,0,1,0,0,1,0,1,0,0,0,1,0,1
000949.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,1
000950.jpg,0,0,1,0,0,0,0,0,1,1,1,1,1,1
000952.jpg,0,0,0,0,0,0,0,1,1,1,1,1,1,1
000955.jpg,0,0,1,0,0,0,1,1,1,0,0,1,0,0
000956.jpg,0,0,0,1,0,1,0,1,0,0,0,1,1,1
000961.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
000963.jpg,0,1,0,0,0,0,0,1,0,1,1,1,0,1
000965.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,1
000967.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
000968.jpg,0,0,0,1,0,0,0,1,1,1,0,1,1,1
000970.jpg,0,0,1,0,0,0,0,1,1,1,1,1,0,0
000974.jpg,0,0,1,0,1,0,0,1,0,0,1,0,0,0
000976.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
000980.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
000981.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
000982.jpg,0,0,1,0,0,0,1,1,0,0,0,1,1,1
000984.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1
000985.jpg,0,0,1,0,0,0,1,0,0,0,0,0,0,1
000986.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
000988.jpg,0,0,0,0,0,0,1,1,0,0,0,1,0,1
000989.jpg,0,1,0,0,0,0,1,0,1,1,0,1,1,1
000991.jpg,0,1,0,0,0,1,0,1,1,1,0,1,1,1
000995.jpg,0,0,0,0,0,0,0,0,1,1,0,1,1,1
000996.jpg,0,0,1,0,0,0,0,1,1,1,1,1,0,0
000997.jpg,0,0,1,0,0,0,0,0,1,1,1,1,1,0
000998.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
001000.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,1
001001.jpg,0,0,0,0,0,1,0,1,0,0,1,1,0,1
001002.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
001003.jpg,0,0,0,0,0,1,0,0,1,1,0,1,1,1
001004.jpg,0,1,0,0,0,0,1,1,0,1,1,1,1,1
001005.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
001007.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,0
001009.jpg,0,0,0,1,0,1,0,1,0,1,0,1,1,1
001010.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
001011.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,1
001012.jpg,0,0,0,1,0,0,0,0,0,1,0,1,0,1
001013.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
001014.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
001015.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
001016.jpg,0,0,1,0,0,1,0,1,0,0,0,0,0,0
001017.jpg,0,1,0,0,0,1,0,0,0,0,0,0,1,1
001018.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
001019.jpg,0,0,1,0,0,0,1,1,1,1,0,1,0,1
001021.jpg,0,0,0,1,0,0,1,0,0,1,1,1,1,1
001023.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
001024.jpg,0,1,0,0,0,1,0,0,0,1,0,1,1,1
001025.jpg,0,0,0,0,0,0,0,1,0,1,1,1,0,1
001026.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1
001028.jpg,0,0,0,0,1,0,0,0,1,0,1,1,0,0
001029.jpg,0,0,0,0,0,0,0,1,1,1,1,1,0,1
001031.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
001034.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
001037.jpg,0,1,0,0,0,1,0,0,0,1,1,1,0,1
001039.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
001040.jpg,0,0,0,1,0,0,1,1,0,1,0,0,1,1
001041.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
001042.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
001043.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
001045.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
001046.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001049.jpg,0,1,0,0,0,0,0,1,0,1,1,1,1,1
001050.jpg,0,0,1,0,0,0,1,1,1,1,1,1,1,1
001054.jpg,0,1,0,0,0,0,0,0,1,0,0,1,1,1
001056.jpg,0,0,0,1,0,1,0,1,0,1,0,1,1,1
001058.jpg,0,0,0,1,0,0,1,1,1,1,0,1,0,0
001060.jpg,0,0,0,1,0,0,1,1,1,0,0,1,1,0
001061.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
001062.jpg,0,0,0,1,0,0,0,1,0,1,0,1,1,1
001064.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
001067.jpg,0,1,0,0,0,1,0,1,0,1,0,1,1,1
001068.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
001069.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
001070.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
001071.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
001073.jpg,0,0,1,0,0,0,0,1,1,1,0,1,0,1
001075.jpg,0,0,0,1,0,0,1,0,0,0,0,1,1,1
001076.jpg,0,0,0,0,0,0,0,1,1,1,1,1,0,0
001077.jpg,0,1,0,0,0,0,0,0,0,1,0,1,1,1
001078.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001080.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
001081.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1
001082.jpg,0,1,0,0,0,0,0,0,1,1,0,1,0,1
001083.jpg,0,0,0,0,1,0,1,1,1,1,1,1,0,0
001084.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
001085.jpg,0,1,0,0,0,0,1,1,1,1,1,1,0,1
001086.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,1
001087.jpg,0,1,0,1,0,0,0,0,1,1,0,1,1,1
001088.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,1
001090.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,1
001091.jpg,0,0,1,0,0,0,0,0,1,1,0,1,1,1
001093.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,1
001097.jpg,0,1,0,0,0,1,0,1,0,0,0,1,1,1
001098.jpg,0,0,1,0,0,0,0,1,0,1,0,1,1,0
001102.jpg,0,0,1,0,0,0,0,0,0,1,1,1,1,1
001103.jpg,0,1,0,0,0,1,0,1,0,1,1,1,1,1
001107.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
001108.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
001110.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1
001111.jpg,0,0,0,1,0,0,0,0,1,1,0,1,0,1
001112.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0
001113.jpg,0,0,0,0,0,0,0,0,0,1,0,0,1,1
001114.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
001115.jpg,0,0,0,0,0,1,0,0,0,0,0,1,0,1
001116.jpg,0,0,0,1,0,0,1,0,0,0,0,1,0,1
001118.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
001119.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,0
001121.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1
001122.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0
001124.jpg,0,1,0,0,0,1,0,0,0,1,0,1,1,1
001125.jpg,0,0,0,0,0,1,0,1,0,0,0,1,1,1
001126.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,1
001128.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
001129.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
001130.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
001131.jpg,0,0,1,0,0,1,0,1,1,1,1,1,1,0
001132.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
001133.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,1
001134.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
001135.jpg,0,1,0,0,0,0,1,1,0,0,1,1,0,0
001138.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,1
001141.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,1
001142.jpg,0,0,0,1,0,0,1,0,0,0,0,0,1,0
001144.jpg,0,0,0,0,0,1,0,0,0,1,1,1,1,1
001145.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
001146.jpg,0,1,0,0,0,0,0,0,0,1,1,1,0,1
001148.jpg,0,0,0,1,0,0,1,1,0,0,0,0,1,1
001150.jpg,0,0,0,1,0,0,0,1,0,1,1,1,1,1
001151.jpg,0,0,0,0,0,0,1,0,1,1,0,1,1,1
001152.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
001153.jpg,0,0,0,0,0,0,1,1,0,0,0,1,0,0
001154.jpg,0,0,0,1,0,0,1,0,1,0,0,1,1,1
001155.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,1
001156.jpg,0,0,0,0,0,0,0,1,0,0,1,0,0,1
001157.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
001158.jpg,0,1,0,0,0,0,0,1,0,1,1,1,1,1
001159.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
001165.jpg,0,1,0,0,0,0,0,0,0,1,0,1,0,1
001167.jpg,0,0,1,0,0,0,0,1,1,1,0,1,1,1
001172.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,1
001174.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
001175.jpg,0,0,0,0,0,0,0,1,1,1,1,1,0,1
001176.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,1
001178.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,1
001179.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,0
001181.jpg,0,0,0,0,0,1,0,0,0,1,0,1,1,1
001183.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,1
001184.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1
001186.jpg,0,0,1,1,0,0,1,1,0,1,0,1,1,1
001188.jpg,0,0,1,0,0,1,0,0,0,0,1,1,1,1
001191.jpg,0,1,0,0,0,0,0,1,0,1,1,1,1,1
001194.jpg,0,0,0,1,0,0,0,0,1,0,0,1,0,0
001195.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,1
001198.jpg,0,0,0,1,0,0,0,1,0,1,0,1,1,1
001200.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
001202.jpg,0,1,0,0,0,1,0,1,0,0,1,0,1,1
001203.jpg,0,1,0,0,0,0,0,1,0,1,0,1,1,1
001205.jpg,0,1,0,0,0,0,0,1,1,1,0,1,1,1
001211.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,1
001212.jpg,0,0,1,0,0,0,1,1,0,0,0,1,1,1
001214.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,1
001218.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,1
001219.jpg,0,0,0,1,0,0,1,0,0,0,0,1,1,0
001221.jpg,0,0,0,0,0,1,0,1,0,0,1,0,0,1
001223.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,1
001226.jpg,0,0,0,0,0,0,1,1,0,1,1,1,0,1
001227.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
001232.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
001233.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001234.jpg,0,0,1,0,0,0,1,1,1,1,0,1,1,1
001235.jpg,0,0,0,0,0,0,1,1,0,1,1,1,0,1
001236.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,1
001238.jpg,0,1,0,0,0,0,0,0,0,1,0,1,1,1
001244.jpg,0,0,0,1,0,0,1,1,1,1,1,1,0,0
001246.jpg,0,0,0,0,0,1,0,0,0,1,0,1,0,1
001248.jpg,0,1,0,0,0,0,1,1,1,1,0,1,1,1
001249.jpg,0,1,0,0,0,1,0,1,0,1,0,1,1,1
001251.jpg,0,0,0,1,0,0,0,0,0,1,1,1,1,1
001254.jpg,0,0,0,0,0,0,1,1,0,0,1,1,1,1
001255.jpg,0,0,1,0,0,0,0,0,1,1,0,1,1,1
001261.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
001262.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
001265.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,1
001267.jpg,0,0,0,1,0,0,0,0,0,1,1,1,1,1
001268.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,1
001269.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
001271.jpg,0,0,1,0,0,0,0,1,1,1,1,1,0,0
001274.jpg,0,0,1,0,0,0,0,0,0,1,1,1,1,1
001277.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,0
001278.jpg,0,0,1,0,0,1,0,1,1,1,1,1,1,1
001280.jpg,0,0,1,0,0,0,1,1,0,1,1,1,0,1
001282.jpg,0,0,0,1,0,0,1,1,0,0,0,0,1,1
001284.jpg,0,0,1,0,0,0,0,1,0,0,0,0,1,1
001285.jpg,0,0,1,0,0,0,1,0,1,1,0,1,1,1
001287.jpg,0,0,1,0,0,0,0,1,0,0,0,1,1,0
001289.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,1
001292.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,1
001293.jpg,0,0,0,1,0,0,0,1,0,1,0,1,1,1
001294.jpg,0,1,0,0,0,1,0,1,0,1,1,1,1,1
001295.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,1
001296.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
001297.jpg,0,1,0,0,0,0,0,0,1,1,0,1,1,1
001298.jpg,0,0,0,0,0,0,0,0,1,0,0,1,1,1
001300.jpg,0,0,0,1,0,0,1,1,1,0,0,1,1,1
001301.jpg,0,0,0,1,0,0,1,1,0,1,1,1,0,0
001303.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
001304.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,1
001305.jpg,0,0,1,0,0,0,1,0,0,0,0,1,0,0
001306.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1
001307.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
001311.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
001312.jpg,0,0,0,1,0,0,1,1,1,1,1,1,1,1
001313.jpg,0,1,0,0,0,1,0,1,0,0,1,0,1,1
001315.jpg,0,0,0,1,0,0,0,1,1,1,1,1,1,1
001317.jpg,0,1,0,0,0,0,1,0,1,0,0,0,1,1
001318.jpg,0,0,1,0,0,0,1,1,0,0,1,1,0,0
001319.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
001320.jpg,0,1,0,0,0,1,0,0,1,1,0,1,1,1
001321.jpg,0,0,0,0,0,0,0,1,1,1,0,1,1,1
001323.jpg,0,1,0,0,0,0,0,1,0,1,0,1,1,1
001326.jpg,0,1,0,0,0,0,0,0,0,1,1,0,0,1
001328.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,0
001329.jpg,0,1,0,0,0,0,0,1,0,1,0,1,1,1
001330.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,1
001331.jpg,0,1,0,0,0,0,0,1,1,1,1,1,1,1
001332.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1
001333.jpg,0,0,0,0,0,1,0,0,0,1,0,1,1,1
001334.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,1
001336.jpg,0,0,0,0,0,0,1,0,1,1,0,1,1,1
001341.jpg,0,0,1,0,0,1,0,0,1,0,0,0,0,0
001344.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
001346.jpg,0,0,0,1,0,0,0,0,1,1,0,1,1,1
001347.jpg,0,0,1,0,0,0,0,1,1,0,0,1,1,1
001348.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
001349.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,1
001350.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,1
001353.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
001355.jpg,0,0,0,1,0,0,1,0,0,0,0,1,1,1
001359.jpg,0,0,1,0,0,0,1,1,0,1,0,1,0,1
001360.jpg,0,1,0,0,0,1,0,1,1,1,1,1,1,1
001361.jpg,0,0,0,1,0,1,0,1,0,1,0,1,1,1
001362.jpg,0,1,0,0,0,0,1,1,1,1,0,1,1,1
001363.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
001364.jpg,0,0,1,0,0,0,1,0,0,0,1,0,0,1
001365.jpg,0,1,0,0,0,1,0,0,1,1,0,1,1,1
001366.jpg,0,0,1,0,0,1,1,0,0,1,0,1,1,1
001367.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
001371.jpg,0,0,1,0,0,1,0,0,0,0,1,1,1,1
001373.jpg,0,0,1,1,0,0,0,1,0,1,0,1,1,1
001374.jpg,0,0,0,0,0,0,1,0,1,1,0,1,1,1
