rating,title,release_date,genres,age,gender,occupation
2,"Unbearable Lightness of Being, The (1988)",1988-01-01,Drama,35,Male,programmer
5,When the Cats Away (Chacun cherche son chat) (1996),1997-06-20,"Comedy,Romance",24,Male,engineer
4,Somewhere in Time (1980),1980-01-01,"Drama,Romance",44,Male,educator
4,GoldenEye (1995),1995-01-01,"Action,Adventure,Thriller",21,Male,student
1,Shadow Conspiracy (1997),1997-01-31,Thriller,27,Male,student
3,Bottle Rocket (1996),1996-02-21,Comedy,31,Male,marketing
4,Kingpin (1996),1996-07-12,Comedy,23,Male,engineer
5,Pulp Fiction (1994),1994-01-01,"Crime,Drama",47,Male,educator
3,"Peacemaker, The (1997)",1997-01-01,"Action,Thriller,War",23,Female,educator
2,Jerry Maguire (1996),1996-12-13,"Drama,Romance",27,Male,student
5,Starship Troopers (1997),1997-01-01,"Action,Adventure,Sci-Fi,War",34,Male,technician
4,It's My Party (1995),1996-03-22,Drama,60,Male,educator
4,"Brothers McMullen, The (1995)",1995-01-01,Comedy,35,Female,other
3,Star Trek III: The Search for Spock (1984),1984-01-01,"Action,Adventure,Sci-Fi",32,Male,entertainment
4,Once Upon a Time in America (1984),1984-01-01,"Crime,Drama,Thriller",60,Male,retired
3,Blade Runner (1982),1982-01-01,"Film-Noir,Sci-Fi",53,Male,programmer
4,L.A. Confidential (1997),1997-01-01,"Crime,Film-Noir,Mystery,Thriller",33,Male,administrator
3,"Indian in the Cupboard, The (1995)",1995-01-01,"Adventure,Children,Fantasy",49,Male,educator
5,Terminator 2: Judgment Day (1991),1991-01-01,"Action,Sci-Fi,Thriller",40,Male,programmer
5,"Graduate, The (1967)",1967-01-01,"Drama,Romance",21,Male,entertainment
3,Volcano (1997),1997-04-25,"Drama,Thriller",36,Male,engineer
4,"Bridge on the River Kwai, The (1957)",1957-01-01,"Drama,War",51,Male,engineer
3,Strictly Ballroom (1992),1992-01-01,"Comedy,Romance",51,Male,engineer
5,"Wrong Trousers, The (1993)",1993-01-01,"Animation,Comedy",13,Male,other
3,Eraser (1996),1996-06-21,"Action,Thriller",38,Male,engineer
3,Willy Wonka and the Chocolate Factory (1971),1971-01-01,"Adventure,Children,Comedy",29,Male,programmer
3,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995-01-01,Comedy,47,Male,administrator
4,Contact (1997),1997-07-11,"Drama,Sci-Fi",39,Male,marketing
2,Stag (1997),1997-01-01,"Action,Thriller",33,Male,scientist
4,"Game, The (1997)",1997-01-01,"Mystery,Thriller",20,Male,programmer
2,Twelfth Night (1996),1996-10-25,"Comedy,Drama,Romance",39,Male,marketing
3,Coneheads (1993),1993-01-01,"Comedy,Sci-Fi",29,Male,doctor
4,Miracle on 34th Street (1994),1994-01-01,Drama,51,Male,engineer
4,Bob Roberts (1992),1992-01-01,Comedy,23,Male,programmer
2,Dazed and Confused (1993),1993-01-01,Comedy,23,Female,student
3,"Scout, The (1994)",1994-01-01,Drama,26,Male,student
3,Trees Lounge (1996),1996-10-11,Drama,20,Male,none
3,Brazil (1985),1985-01-01,Sci-Fi,53,Male,lawyer
3,Mother (1996),1996-12-25,Comedy,25,Female,student
4,"English Patient, The (1996)",1996-11-15,"Drama,Romance,War",33,Male,administrator
3,Dante's Peak (1997),1997-02-07,"Action,Thriller",29,Female,librarian
5,Heavenly Creatures (1994),1994-01-01,"Drama,Fantasy,Thriller",26,Male,writer
5,Terminator 2: Judgment Day (1991),1991-01-01,"Action,Sci-Fi,Thriller",55,Male,technician
2,"Apostle, The (1997)",1997-12-18,Drama,47,Male,educator
3,While You Were Sleeping (1995),1995-01-01,"Comedy,Romance",38,Male,administrator
4,Akira (1988),1988-01-01,"Adventure,Animation,Sci-Fi,Thriller",60,Male,retired
4,Ghost (1990),1990-01-01,"Comedy,Romance,Thriller",60,Male,retired
4,"Cook the Thief His Wife & Her Lover, The (1989)",1989-01-01,Drama,60,Male,retired
5,Down by Law (1986),1986-01-01,"Comedy,Drama",31,Female,librarian
4,"Hunt for Red October, The (1990)",1990-01-01,"Action,Thriller",26,Male,student
3,Stargate (1994),1994-01-01,"Action,Adventure,Sci-Fi",24,Male,engineer
5,"Usual Suspects, The (1995)",1995-08-14,"Crime,Thriller",33,Male,scientist
3,Absolute Power (1997),1997-02-14,"Mystery,Thriller",54,Male,librarian
5,Angels and Insects (1995),1995-01-01,"Drama,Romance",43,Female,administrator
3,"English Patient, The (1996)",1996-11-15,"Drama,Romance,War",31,Male,programmer
5,Like Water For Chocolate (Como agua para chocolate) (1992),1992-01-01,"Drama,Romance",22,Female,administrator
3,Lost Horizon (1937),1937-01-01,Drama,60,Male,retired
2,"Rock, The (1996)",1996-06-07,"Action,Adventure,Thriller",27,Male,student
1,Lawnmower Man 2: Beyond Cyberspace (1996),1996-01-01,"Sci-Fi,Thriller",28,Female,other
1,That Thing You Do! (1996),1996-09-28,Comedy,31,Female,librarian
4,"Return of the Pink Panther, The (1974)",1974-01-01,Comedy,57,Male,administrator
3,Foreign Correspondent (1940),1940-01-01,Thriller,60,Male,retired
2,Mission: Impossible (1996),1996-05-22,"Action,Adventure,Mystery",38,Male,engineer
3,"Fifth Element, The (1997)",1997-05-09,"Action,Sci-Fi",18,Female,student
3,Mulholland Falls (1996),1996-04-26,"Crime,Film-Noir,Thriller",38,Male,programmer
4,"Blues Brothers, The (1980)",1980-01-01,"Action,Comedy,Musical",47,Male,educator
4,"Corrina, Corrina (1994)",1994-01-01,"Comedy,Drama,Romance",26,Male,other
3,"Lion King, The (1994)",1994-01-01,"Animation,Children,Musical",44,Female,writer
5,French Kiss (1995),1995-01-01,"Comedy,Romance",35,Female,none
5,Aliens (1986),1986-01-01,"Action,Sci-Fi,Thriller,War",41,Male,programmer
3,"Blues Brothers, The (1980)",1980-01-01,"Action,Comedy,Musical",28,Male,technician
4,"Low Down Dirty Shame, A (1994)",1994-01-01,"Action,Comedy",33,Male,programmer
4,One Fine Day (1996),1996-11-30,"Drama,Romance",29,Female,librarian
2,Free Willy (1993),1993-01-01,"Adventure,Children,Drama",40,Male,other
5,"Graduate, The (1967)",1967-01-01,"Drama,Romance",38,Female,administrator
2,"American Werewolf in London, An (1981)",1981-01-01,Horror,44,Male,educator
3,"Crying Game, The (1992)",1992-01-01,"Action,Drama,Romance,War",29,Male,other
3,Home for the Holidays (1995),1995-01-01,"Drama,Romance",29,Female,educator
4,Full Metal Jacket (1987),1987-01-01,"Action,Drama,War",25,Male,student
4,Little Women (1994),1994-01-01,Drama,53,Male,programmer
4,It Happened One Night (1934),1934-01-01,Comedy,24,Male,student
3,"Man Without a Face, The (1993)",1993-01-01,Drama,32,Male,educator
2,Dumbo (1941),1941-01-01,"Animation,Children,Musical",32,Male,entertainment
4,Dances with Wolves (1990),1990-01-01,"Adventure,Drama,Western",29,Male,programmer
3,"American Werewolf in London, An (1981)",1981-01-01,Horror,24,Male,engineer
5,2001: A Space Odyssey (1968),1968-01-01,"Drama,Mystery,Sci-Fi,Thriller",24,Male,writer
5,"Princess Bride, The (1987)",1987-01-01,"Action,Adventure,Comedy,Romance",33,Male,executive
2,"Crossing Guard, The (1995)",1995-01-01,Drama,27,Male,programmer
4,"African Queen, The (1951)",1951-01-01,"Action,Adventure,Romance,War",47,Male,educator
5,To Die For (1995),1995-01-01,"Comedy,Drama",49,Male,educator
4,From Dusk Till Dawn (1996),1996-02-05,"Action,Comedy,Crime,Horror,Thriller",33,Female,other
5,"Return of the Pink Panther, The (1974)",1974-01-01,Comedy,30,Male,lawyer
5,Apt Pupil (1998),1998-10-23,"Drama,Thriller",30,Female,administrator
3,Dial M for Murder (1954),1954-01-01,"Mystery,Thriller",27,Male,programmer
4,"Boot, Das (1981)",1997-04-04,"Action,Drama,War",33,Male,executive
2,Dead Poets Society (1989),1989-01-01,Drama,30,Female,artist
4,Mr. Holland's Opus (1995),1996-01-29,Drama,24,Female,marketing
4,Pulp Fiction (1994),1994-01-01,"Crime,Drama",39,Male,artist
1,Once Upon a Time... When We Were Colored (1995),1995-01-01,Drama,26,Male,executive
4,Hot Shots! Part Deux (1993),1993-01-01,"Action,Comedy,War",19,Male,student
4,Raising Arizona (1987),1987-01-01,Comedy,29,Male,executive
3,Once Upon a Time in America (1984),1984-01-01,"Crime,Drama,Thriller",27,Male,writer
5,Three Colors: Blue (1993),1993-01-01,Drama,50,Male,healthcare
2,Crash (1996),1997-03-21,"Drama,Thriller",26,Male,executive
3,Spy Hard (1996),1996-05-24,Comedy,32,Male,programmer
5,Toy Story (1995),1995-01-01,"Animation,Children,Comedy",21,Male,salesman
3,Star Trek: The Wrath of Khan (1982),1982-01-01,"Action,Adventure,Sci-Fi",22,Male,engineer
4,Shine (1996),1996-11-22,"Drama,Romance",22,Male,engineer
4,Courage Under Fire (1996),1996-03-08,"Drama,War",25,Female,student
3,"Hour of the Pig, The (1993)",1993-01-01,"Drama,Mystery",32,Male,entertainment
3,Flubber (1997),1997-01-01,"Children,Comedy,Fantasy",47,Male,educator
4,Aliens (1986),1986-01-01,"Action,Sci-Fi,Thriller,War",33,Male,executive
5,Scream (1996),1996-12-20,"Horror,Thriller",27,Male,student
2,Multiplicity (1996),1996-07-12,Comedy,20,Male,student
1,"Truth About Cats & Dogs, The (1996)",1996-04-26,"Comedy,Romance",20,Male,student
3,Heavenly Creatures (1994),1994-01-01,"Drama,Fantasy,Thriller",39,Female,other
2,Ed Wood (1994),1994-01-01,"Comedy,Drama",51,Female,educator
4,"Sting, The (1973)",1973-01-01,"Comedy,Crime",31,Male,educator
2,Bram Stoker's Dracula (1992),1992-01-01,"Horror,Romance",31,Female,librarian
2,George of the Jungle (1997),1997-01-01,"Children,Comedy",51,Male,educator
5,"Hunchback of Notre Dame, The (1996)",1996-06-21,"Animation,Children,Musical",29,Male,executive
5,Die Hard (1988),1988-01-01,"Action,Thriller",50,Male,educator
2,Naked (1993),1993-01-01,Drama,27,Male,writer
4,Big Night (1996),1996-09-20,Drama,17,Male,student
4,Conspiracy Theory (1997),1997-08-08,"Action,Mystery,Romance,Thriller",57,Male,engineer
4,North by Northwest (1959),1959-01-01,"Comedy,Thriller",55,Male,marketing
4,M*A*S*H (1970),1970-01-01,"Comedy,War",35,Male,programmer
1,"Smile Like Yours, A (1997)",1997-01-01,"Comedy,Romance",26,Male,executive
5,"Adventures of Pinocchio, The (1996)",1996-07-26,"Adventure,Children",32,Male,artist
4,Angels and Insects (1995),1995-01-01,"Drama,Romance",24,Male,technician
4,Pinocchio (1940),1940-01-01,"Animation,Children",19,Male,student
3,"Ice Storm, The (1997)",1997-01-01,Drama,29,Male,doctor
4,Indiana Jones and the Last Crusade (1989),1989-01-01,"Action,Adventure",26,Male,educator
2,Bed of Roses (1996),1996-01-01,"Drama,Romance",29,Male,programmer
4,Speed (1994),1994-01-01,"Action,Romance,Thriller",26,Female,librarian
3,Devil in a Blue Dress (1995),1995-01-01,"Crime,Film-Noir,Mystery,Thriller",24,Male,writer
4,Amadeus (1984),1984-01-01,"Drama,Mystery",25,Male,programmer
3,"Lost World: Jurassic Park, The (1997)",1997-05-23,"Action,Adventure,Sci-Fi,Thriller",19,Male,student
4,Reservoir Dogs (1992),1992-01-01,"Crime,Thriller",25,Female,artist
3,Tank Girl (1995),1995-01-01,"Action,Comedy,Musical,Sci-Fi",48,Female,administrator
4,Bottle Rocket (1996),1996-02-21,Comedy,31,Male,engineer
3,Duck Soup (1933),1933-01-01,"Comedy,War",57,Male,administrator
3,Fallen (1998),1998-01-16,"Action,Mystery,Thriller",40,Male,healthcare
4,North by Northwest (1959),1959-01-01,"Comedy,Thriller",24,Male,student
5,Chasing Amy (1997),1997-01-01,"Drama,Romance",31,Female,librarian
5,Mary Poppins (1964),1964-01-01,"Children,Comedy,Musical",41,Male,programmer
3,Highlander (1986),1986-01-01,"Action,Adventure",27,Male,engineer
4,Trainspotting (1996),1996-07-19,Drama,19,Male,student
5,GoodFellas (1990),1990-01-01,"Crime,Drama",48,Female,administrator
4,One Flew Over the Cuckoo's Nest (1975),1975-01-01,Drama,39,Male,engineer
5,Star Wars (1977),1977-01-01,"Action,Adventure,Romance,Sci-Fi,War",40,Male,engineer
4,Ben-Hur (1959),1959-01-01,"Action,Adventure,Drama",32,Male,artist
3,Ulee's Gold (1997),1997-01-01,Drama,29,Male,doctor
3,Liar Liar (1997),1997-03-21,Comedy,36,Female,writer
5,Powder (1995),1995-01-01,Drama,40,Male,programmer
4,2001: A Space Odyssey (1968),1968-01-01,"Drama,Mystery,Sci-Fi,Thriller",26,Male,educator
4,"Godfather: Part II, The (1974)",1974-01-01,"Action,Crime,Drama",37,Male,librarian
2,Evita (1996),1996-12-25,"Drama,Musical",31,Male,marketing
4,Star Trek III: The Search for Spock (1984),1984-01-01,"Action,Adventure,Sci-Fi",47,Male,educator
3,Sabrina (1954),1954-01-01,"Comedy,Romance",44,Male,executive
4,Psycho (1960),1960-01-01,"Horror,Romance,Thriller",37,Male,educator
4,Tin Men (1987),1987-01-01,"Comedy,Drama",27,Female,administrator
2,Home Alone (1990),1990-01-01,"Children,Comedy",19,Male,student
5,Ransom (1996),1996-11-08,"Drama,Thriller",22,Male,executive
3,Beautiful Girls (1996),1996-02-09,Drama,31,Male,marketing
3,Dave (1993),1993-01-01,"Comedy,Romance",39,Female,other
4,Monty Python and the Holy Grail (1974),1974-01-01,Comedy,32,Male,entertainment
3,Die Hard: With a Vengeance (1995),1995-01-01,"Action,Thriller",36,Male,administrator
4,Raiders of the Lost Ark (1981),1981-01-01,"Action,Adventure",25,Male,student
4,"Shining, The (1980)",1980-01-01,Horror,19,Male,student
2,Days of Thunder (1990),1990-01-01,"Action,Romance",35,Female,none
3,Outbreak (1995),1995-01-01,"Action,Drama,Thriller",48,Female,administrator
2,Thinner (1996),1996-10-25,"Horror,Thriller",47,Male,healthcare
4,Swingers (1996),1996-10-18,"Comedy,Drama",20,Male,student
4,"Firm, The (1993)",1993-01-01,"Drama,Thriller",31,Female,educator
3,Fools Rush In (1997),1997-02-14,"Comedy,Romance",29,Male,student
2,Army of Darkness (1993),1993-01-01,"Action,Adventure,Comedy,Horror,Sci-Fi",26,Male,student
2,Bean (1997),1997-01-01,Comedy,15,Female,student
3,Mystery Science Theater 3000: The Movie (1996),1996-04-19,"Comedy,Sci-Fi",20,Male,none
1,"Bridges of Madison County, The (1995)",1996-02-09,"Drama,Romance",24,Female,marketing
1,First Knight (1995),1995-01-01,"Action,Adventure,Drama,Romance",26,Male,student
3,That Thing You Do! (1996),1996-09-28,Comedy,36,Male,programmer
1,Picture Perfect (1997),1997-08-01,"Comedy,Romance",36,Female,marketing
4,Star Trek III: The Search for Spock (1984),1984-01-01,"Action,Adventure,Sci-Fi",44,Male,educator
4,Muriel's Wedding (1994),1994-01-01,"Comedy,Romance",32,Male,educator
2,Aliens (1986),1986-01-01,"Action,Sci-Fi,Thriller,War",38,Female,administrator
4,"Birdcage, The (1996)",1996-03-08,Comedy,29,Male,programmer
3,"Peacemaker, The (1997)",1997-01-01,"Action,Thriller,War",29,Male,student
4,Dead Man (1995),1996-05-10,Western,21,Male,student
3,Priest (1994),1994-01-01,Drama,21,Male,student
4,"Godfather: Part II, The (1974)",1974-01-01,"Action,Crime,Drama",60,Male,retired
1,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997-01-01,"Drama,Romance",26,Male,executive
1,Mary Reilly (1996),1996-02-23,"Drama,Thriller",26,Male,writer
3,Austin Powers: International Man of Mystery (1997),1997-05-02,Comedy,24,Male,writer
5,Mallrats (1995),1995-01-01,Comedy,36,Female,writer
5,Laura (1944),1944-01-01,"Crime,Film-Noir,Mystery",53,Male,lawyer
3,Jackie Brown (1997),1997-01-01,"Crime,Drama",55,Male,technician
3,Bedknobs and Broomsticks (1971),1971-01-01,"Adventure,Children,Musical",21,Male,student
4,To Kill a Mockingbird (1962),1962-01-01,Drama,60,Male,retired
4,Killing Zoe (1994),1994-01-01,Thriller,19,Male,student
4,"Spitfire Grill, The (1996)",1996-09-06,Drama,59,Female,administrator
2,"Great White Hype, The (1996)",1996-05-03,Comedy,24,Male,engineer
3,Babe (1995),1995-01-01,"Children,Comedy,Drama",29,Male,other
3,Quiz Show (1994),1994-01-01,Drama,21,Female,student
4,Kull the Conqueror (1997),1997-08-29,"Action,Adventure",28,Female,student
1,"Last Supper, The (1995)",1996-04-05,"Drama,Thriller",26,Male,executive
4,"Evening Star, The (1996)",1996-12-25,"Comedy,Drama",42,Male,educator
3,"Omen, The (1976)",1976-01-01,Horror,60,Male,retired
4,Kundun (1997),1997-12-25,Drama,60,Male,educator
4,With Honors (1994),1994-01-01,"Comedy,Drama",29,Male,student
5,Rear Window (1954),1954-01-01,"Mystery,Thriller",24,Female,marketing
2,Great Expectations (1998),1998-01-01,"Drama,Romance",28,Female,lawyer
4,"Hunt for Red October, The (1990)",1990-01-01,"Action,Thriller",28,Male,technician
3,Evita (1996),1996-12-25,"Drama,Musical",60,Male,educator
3,"Birdcage, The (1996)",1996-03-08,Comedy,57,Male,engineer
3,"Lion King, The (1994)",1994-01-01,"Animation,Children,Musical",23,Male,programmer
5,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994-01-01,"Comedy,Drama",32,Male,programmer
2,Star Trek: First Contact (1996),1996-11-22,"Action,Adventure,Sci-Fi",26,Male,writer
4,Return of the Jedi (1983),1997-03-14,"Action,Adventure,Romance,Sci-Fi,War",48,Male,librarian
3,"People vs. Larry Flynt, The (1996)",1996-12-27,Drama,30,Female,librarian
3,"Wizard of Oz, The (1939)",1939-01-01,"Adventure,Children,Drama,Musical",34,Male,marketing
2,"Line King: Al Hirschfeld, The (1996)",1996-10-11,Documentary,33,Male,programmer
4,Desperado (1995),1995-01-01,"Action,Romance,Thriller",24,Male,student
3,Little Women (1994),1994-01-01,Drama,48,Female,administrator
2,George of the Jungle (1997),1997-01-01,"Children,Comedy",60,Male,educator
3,"Professional, The (1994)",1994-01-01,"Crime,Drama,Romance,Thriller",60,Male,retired
3,Ransom (1996),1996-11-08,"Drama,Thriller",49,Male,educator
4,Michael Collins (1996),1996-10-11,"Drama,War",26,Male,student
4,"Grifters, The (1990)",1990-01-01,"Crime,Drama,Film-Noir",20,Male,none
3,Shiloh (1997),1997-05-23,"Children,Drama",49,Male,engineer
5,Independence Day (ID4) (1996),1996-07-03,"Action,Sci-Fi,War",25,Male,librarian
2,"People vs. Larry Flynt, The (1996)",1996-12-27,Drama,50,Male,programmer
4,"Usual Suspects, The (1995)",1995-08-14,"Crime,Thriller",27,Female,administrator
3,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995-01-01,Comedy,21,Male,student
1,Shiloh (1997),1997-05-23,"Children,Drama",26,Male,executive
3,In & Out (1997),1997-09-19,Comedy,33,Female,educator
4,That Thing You Do! (1996),1996-09-28,Comedy,26,Male,other
4,Eraser (1996),1996-06-21,"Action,Thriller",22,Male,other
4,Ulee's Gold (1997),1997-01-01,Drama,39,Female,administrator
4,"Maltese Falcon, The (1941)",1941-01-01,"Film-Noir,Mystery",46,Male,doctor
5,"Hudsucker Proxy, The (1994)",1994-01-01,"Comedy,Romance",60,Male,retired
2,Tin Cup (1996),1996-08-16,"Comedy,Romance",24,Male,entertainment
4,Nikita (La Femme Nikita) (1990),1990-01-01,Thriller,31,Female,librarian
3,Home Alone (1990),1990-01-01,"Children,Comedy",25,Male,student
3,French Kiss (1995),1995-01-01,"Comedy,Romance",29,Male,programmer
3,Jane Eyre (1996),1996-04-05,"Drama,Romance",54,Male,librarian
1,Braveheart (1995),1996-02-16,"Action,Drama,War",31,Female,librarian
4,My Fellow Americans (1996),1996-12-20,Comedy,47,Male,educator
5,Ransom (1996),1996-11-08,"Drama,Thriller",28,Female,student
4,"Streetcar Named Desire, A (1951)",1951-01-01,Drama,31,Female,librarian
5,"Red Firecracker, Green Firecracker (1994)",1994-01-01,Drama,39,Male,artist
5,Grumpier Old Men (1995),1995-01-01,"Comedy,Romance",22,Male,student
3,Broken Arrow (1996),1996-02-09,"Action,Thriller",25,Male,librarian
5,Orlando (1993),1993-01-01,Drama,31,Male,educator
2,Grumpier Old Men (1995),1995-01-01,"Comedy,Romance",51,Male,engineer
2,Andre (1994),1994-01-01,"Adventure,Children",29,Male,programmer
3,Beavis and Butt-head Do America (1996),1996-12-20,"Animation,Comedy",24,Male,engineer
4,Twelve Monkeys (1995),1995-01-01,"Drama,Sci-Fi",53,Male,lawyer
3,Houseguest (1994),1994-01-01,Comedy,25,Male,writer
3,"Island of Dr. Moreau, The (1996)",1996-08-23,"Sci-Fi,Thriller",34,Male,technician
1,"Juror, The (1996)",1996-01-01,"Drama,Thriller",50,Male,programmer
4,"Three Musketeers, The (1993)",1993-01-01,"Action,Adventure,Comedy",33,Male,programmer
1,Jaws (1975),1975-01-01,"Action,Horror",31,Female,librarian
5,"Silence of the Lambs, The (1991)",1991-01-01,"Drama,Thriller",42,Male,executive
4,Hamlet (1996),1997-01-24,Drama,33,Male,educator
4,Return of the Jedi (1983),1997-03-14,"Action,Adventure,Romance,Sci-Fi,War",44,Male,executive
1,Crash (1996),1997-03-21,"Drama,Thriller",22,Male,administrator
1,Dante's Peak (1997),1997-02-07,"Action,Thriller",26,Male,administrator
